식당명,Date,Map,Rate,사람,수식,식당 분류,주요 메뉴,지역-대분류,지역-소분류
프랭크버거 서강대점,2024-07-23,https://place.map.kakao.com/834184731,🥄🥄,,서울 마포구 : 신촌/대흥,🍔패스트푸드,햄버거,서울 마포구,신촌/대흥
밀플랜비 서강대점,2024-07-22,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
두찜 마포신수점,2024-07-22,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
찐쭈,2024-07-29,https://place.map.kakao.com/1808390476,🥄🥄,,서울 마포구 : 대흥,🍚한식,"불고기, 쭈불",서울 마포구,대흥
웰빙봉평메일마을,2024-07-30,https://place.map.kakao.com/662370482,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,막국수,서울 마포구,대흥
끼로끼로부엉이,2024-07-31,https://place.map.kakao.com/27383419,🥄🥄🥄🥄🥄,,서울 마포구 : 신촌,🥩고기,"돼지고기, 소고기",서울 마포구,신촌
샐러디 서강대점,2024-07-31,https://place.map.kakao.com/205546197,🥄🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샐러드,서울 마포구,대흥
국빈,2024-08-01,https://place.map.kakao.com/9672649,🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕, 탕수육",서울 마포구,대흥
동네파스타,2024-08-01,https://place.map.kakao.com/1894870866,🥄🥄,,서울 마포구 : 마포,🍝양식,"파스타, 필라프",서울 마포구,마포
교촌치킨 신촌점,2024-08-02,https://place.map.kakao.com/26602826,🥄🥄,,서울 서대문구 : 신촌,🍗치킨,치킨,서울 서대문구,신촌
톨,2024-08-02,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
동대문엽기떡볶이 신촌점,2024-08-02,https://place.map.kakao.com/17764441,🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
써브웨이 신촌점,2024-08-03,https://place.map.kakao.com/19157220,🥄,,서울 서대문구 : 신촌,🥗샐러드,샌드위치,서울 서대문구,신촌
모터시티 이태원점,2024-07-30,https://place.map.kakao.com/124338573,🥄🥄,,서울 용산구 : 이태원,🍕피자,피자,서울 용산구,이태원
쉼,2024-07-30,https://place.map.kakao.com/147755006,🥄🥄🥄🥄,,서울 용산구 : 이태원,☕카페,와플,서울 용산구,이태원
미족현,2024-07-28,https://place.map.kakao.com/147755006,🥄🥄🥄,,서울 동작구 : 흑석,🍚한식,족발,서울 동작구,흑석
문지리535,2024-07-28,https://place.map.kakao.com/1455161506,🥄🥄🥄🥄🥄,,경기 파주 : 파주,☕카페,카페,경기 파주,파주
바이주커피로스터스,2024-07-21,https://place.map.kakao.com/692152161,🥄🥄🥄🥄,,서울 강서구 : 우장산,☕카페,"빙수, 카페",서울 강서구,우장산
춤추는왕만두 등촌점,2024-07-21,https://place.map.kakao.com/1817978313,🥄🥄,,서울 양천구 : 등촌/염창,🍙분식,만두,서울 양천구,등촌/염창
더바스켓 대흥역점,2024-07-29,https://place.map.kakao.com/661901379,🥄🥄🥄,,서울 마포구 : 대흥,"🍗치킨, 🍙분식","떡볶이, 치킨",서울 마포구,대흥
한옥집김치찜 롯데몰김포공항점,2024-08-04,https://place.map.kakao.com/152955640,🥄,,서울 강서구 : 김포공항,🍚한식,"김치찌개, 김치찜",서울 강서구,김포공항
니뽕내뽕 용산아이파크몰점,2024-08-05,https://place.map.kakao.com/26404559,🥄,,서울 용산구 : 용산,"🍜중식, 🍝양식","짬뽕, 피자",서울 용산구,용산
소곤면옥,2024-08-06,https://place.map.kakao.com/1685201182,🥄🥄🥄,,서울 강서구 : 양천향교,🍚한식,"불고기, 평양냉면",서울 강서구,양천향교
902 탭하우스 마곡나루점,2024-08-07,https://place.map.kakao.com/1816460262,🥄🥄🥄,,서울 강서구 : 마곡,"🍕피자, 🍺술집",피자,서울 강서구,마곡
사이,2024-08-07,https://place.map.kakao.com/1430251798,🥄🥄🥄,,서울 강서구 : 마곡,"🍣일식, 🍺술집",안주,서울 강서구,마곡
르프리크캐주얼 더현대서울,2024-08-08,https://place.map.kakao.com/139622537,🥄🥄🥄🥄,,서울 영등포구 : 여의도,🍔패스트푸드,햄버거,서울 영등포구,여의도
스시하랑,2024-08-09,https://place.map.kakao.com/940903451,🥄🥄,,서울 구로구 : 구로디지털단지,🍣일식,초밥,서울 구로구,구로디지털단지
포케올데이 공덕점,2024-08-09,https://place.map.kakao.com/1297162293,🥄🥄🥄,,서울 마포구 : 공덕,🥗샐러드,포케,서울 마포구,공덕
쭈노치킨가게 충무로가게,2024-08-10,https://place.map.kakao.com/26794773,🥄🥄,,서울 중구 : 을지로,🍗치킨,치킨,서울 중구,을지로
해운대 달맞이 빵,2024-08-10,https://place.map.kakao.com/768172634,🥄🥄🥄🥄🥄,,서울 중구 : 을지로,☕카페,"빵, 커피",서울 중구,을지로
이동정원갈비,2024-08-11,https://place.map.kakao.com/9943776,🥄🥄,,경기 포천 : 이동면,"🍚한식, 🥩고기",소갈비,경기 포천,이동면
망향비빔국수 강서점,2024-08-11,https://place.map.kakao.com/9016062,🥄🥄🥄🥄,,서울 강서구 : 등촌/염창,🍚한식,국수,서울 강서구,등촌/염창
정든그릇,2024-08-12,https://place.map.kakao.com/1069804608,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,"덮밥, 돈까스, 소바",서울 마포구,신촌/대흥
푸라닭 신수점,2024-08-12,https://place.map.kakao.com/249943691,🥄🥄,,서울 마포구 : 홍대,🍗치킨,치킨,서울 마포구,홍대
아웃백스테이크하우스 신촌점,2024-08-13,https://place.map.kakao.com/7991188,🥄🥄🥄,,서울 서대문구 : 신촌,🍝양식,"스테이크, 파스타",서울 서대문구,신촌
수저가,2024-08-14,https://place.map.kakao.com/651155763,🥄🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍜중식,짬뽕,서울 마포구,신촌/대흥
지호한방삼계탕 마포대흥역점,2024-08-14,https://place.map.kakao.com/27529929,🥄🥄,,서울 마포구 : 대흥,🍚한식,삼계탕,서울 마포구,대흥
돈까스브로스 마포공덕점,2024-08-15,https://place.map.kakao.com/1764886627,🥄🥄🥄,,서울 마포구 : 공덕,"🍚한식, 🍣일식",돈까스,서울 마포구,공덕
샨샨,2024-08-16,https://place.map.kakao.com/1231701730,🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕",서울 마포구,대흥
타이반쩜,2024-08-16,https://place.map.kakao.com/1593321233,🥄🥄🥄,,서울 마포구 : 공덕,🥡태국음식,"나시고랭, 팟타이",서울 마포구,공덕
김영곤초밥,2024-08-19,https://place.map.kakao.com/892664076,🥄🥄,,서울 마포구 : 신촌/대흥,🍣일식,초밥,서울 마포구,신촌/대흥
한창희천하일면,2024-08-20,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
포케올데이 공덕점,2024-08-20,https://place.map.kakao.com/1297162293,🥄🥄🥄,,서울 마포구 : 공덕,🥗샐러드,포케,서울 마포구,공덕
요거트월드 홍대직영점,2024-08-19,https://place.map.kakao.com/1022033941,🥄🥄🥄,,서울 마포구 : 홍대,☕카페,"아이스크림, 요거트",서울 마포구,홍대
미가,2024-08-21,https://place.map.kakao.com/16443006,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"제육, 파전",서울 마포구,신촌/대흥
엄마애밥상,2024-08-21,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
퐁타이,2024-08-22,https://place.map.kakao.com/370730135,🥄🥄🥄,,서울 마포구 : 신촌,🥡태국음식,"쌀국수, 팟타이",서울 마포구,신촌
KFC 신촌역점,2024-08-22,https://place.map.kakao.com/692703127,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
남매밥상,2024-08-23,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
홍대삭 상수본점,2024-08-23,https://place.map.kakao.com/19909925,🥄🥄🥄,,서울 마포구 : 상수,🍙분식,떡볶이,서울 마포구,상수
도제 롯데백화점김포공항점,2024-08-24,https://place.map.kakao.com/2143263514,🥄🥄🥄,,서울 강서구 : 김포공항,🍚한식,유부초밥,서울 강서구,김포공항
안스베이커리 롯데김포공항점,2024-08-24,https://place.map.kakao.com/20306338,🥄🥄,,서울 강서구 : 김포공항,☕카페,빵,서울 강서구,김포공항
신용산 닭한마리,2024-08-24,https://place.map.kakao.com/401374367,🥄🥄🥄🥄,,서울 용산구 : 용산,🍚한식,닭한마리,서울 용산구,용산
아티제 신용산역점,2024-08-24,https://place.map.kakao.com/1394878905,🥄🥄,,서울 용산구 : 용산,☕카페,카페,서울 용산구,용산
킹콩부대찌개 마포대흥오남매행복점,2024-08-26,https://place.map.kakao.com/1744462722,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,부대찌개,서울 마포구,신촌/대흥
녹기전에,2024-08-23,https://place.map.kakao.com/712881606,🥄🥄🥄🥄,,서울 마포구 : 대흥,☕카페,아이스크림,서울 마포구,대흥
녹기전에,2024-05-11,https://place.map.kakao.com/712881606,🥄🥄🥄🥄,,서울 마포구 : 대흥,☕카페,아이스크림,서울 마포구,대흥
샐러드앤가든 서울공덕점,2024-08-26,https://place.map.kakao.com/125881152,🥄🥄🥄,,서울 마포구 : 공덕,🥗샐러드,"샐러드, 포케",서울 마포구,공덕
개성손만두 마포점,2024-08-27,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
두찜 마포신수점,2024-08-27,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
토끼정 KTX서울역사점,2024-08-28,https://place.map.kakao.com/954522598,🥄,,서울 중구 : 서울역,🍣일식,"돈까스, 카레",서울 중구,서울역
군산비어포트,2024-08-28,https://place.map.kakao.com/1005319024,🥄🥄,,전북 군산시 : 군산,🍺술집,"맥주, 치킨",전북 군산시,군산
뽕나무한그루 멀베리케이터링,2024-08-29,https://place.map.kakao.com/934006931,🥄🥄🥄,,전북 군산시 : 군산,🍚한식,도시락,전북 군산시,군산
바르미샤브샤브칼국수,2024-08-29,https://place.map.kakao.com/26611615,🥄🥄,,전북 군산시 : 군산,🍚한식,샤브샤브,전북 군산시,군산
짬뽕공장 군산점,2024-08-30,https://place.map.kakao.com/1544446763,🥄🥄,,전북 군산시 : 군산,🍜중식,"짬뽕, 탕수육",전북 군산시,군산
한솥도시락 서강대점,2024-09-02,https://place.map.kakao.com/1584071787,🥄🥄,,서울 마포구 : 대흥,🍚한식,도시락,서울 마포구,대흥
구름계란덮밥 공덕점,2024-09-02,https://place.map.kakao.com/137366305,🥄🥄,,서울 마포구 : 공덕,🍚한식,덮밥,서울 마포구,공덕
미가,2024-09-03,https://place.map.kakao.com/16443006,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"제육, 파전",서울 마포구,신촌/대흥
반미362 신촌점,2024-09-03,https://place.map.kakao.com/134850295,🥄🥄🥄,,서울 서대문구 : 신촌,🧆베트남음식,반미,서울 서대문구,신촌
크런치샌드위치,2024-09-05,https://place.map.kakao.com/1970402078,🥄🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
한솥도시락 이대역점,2024-09-04,https://place.map.kakao.com/18248679,🥄🥄,,서울 서대문구 : 이대,🍚한식,도시락,서울 서대문구,이대
호시카츠 서울역점,2024-07-10,https://place.map.kakao.com/18248679,🥄🥄🥄,,서울 중구 : 서울역,🍣일식,돈까스,서울 중구,서울역
세끼김밥,2024-09-05,https://place.map.kakao.com/742902254,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
돈맛탱 마포점,2024-09-06,https://place.map.kakao.com/58899072,🥄🥄,,서울 마포구 : 마포,🍚한식,삼겹살,서울 마포구,마포
한창희천하일면,2024-09-06,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
오늘도빙수앤커피,2024-09-07,https://place.map.kakao.com/301037533,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
고래주당,2024-09-07,https://place.map.kakao.com/1097446371,🥄🥄🥄,,경기 부천 : 신중동,🍺술집,이자카야,경기 부천,신중동
생마차 부천신중동점,2024-09-07,https://place.map.kakao.com/504789189,🥄🥄,,경기 부천 : 신중동,🍺술집,"닭꼬치, 치킨",경기 부천,신중동
오늘도빙수앤커피,2024-09-06,https://place.map.kakao.com/301037533,🥄🥄🥄🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
맘스터치 마포대흥역점,2024-09-08,https://place.map.kakao.com/1679593996,🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
톨,2024-09-09,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
한솥도시락 홍대서교점,2024-09-09,https://place.map.kakao.com/1873252598,🥄,,서울 마포구 : 홍대,🍚한식,도시락,서울 마포구,홍대
점보파스타 마포본점,2024-09-10,https://place.map.kakao.com/2034389246,🥄🥄,,서울 마포구 : 홍대,🍝양식,"리조또, 파스타",서울 마포구,홍대
개성손만두 마포점,2024-09-26,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
봉구스밥버거 서강대점,2024-09-11,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
한솥도시락 이대역점,2024-10-02,https://place.map.kakao.com/18248679,🥄🥄,,서울 서대문구 : 이대,🍚한식,도시락,서울 서대문구,이대
가마치통닭 서울신촌점,2024-09-12,https://place.map.kakao.com/1588458564,🥄🥄,,서울 마포구 : 신촌,🍗치킨,치킨,서울 마포구,신촌
투다리 신수점,2024-09-12,https://place.map.kakao.com/1410747507,🥄🥄,,서울 마포구 : 대흥,🍺술집,안주,서울 마포구,대흥
베어스타코 아현공덕점,2024-09-13,https://place.map.kakao.com/981286710,🥄🥄🥄,,서울 마포구 : 아현,🌮멕시칸,"퀘사디아, 타코",서울 마포구,아현
마포닭곰탕 본점,2024-09-13,https://place.map.kakao.com/17361050,🥄🥄,,서울 마포구 : 대흥,🍚한식,"닭곰탕, 부대찌개",서울 마포구,대흥
쿠츠,2024-09-12,https://place.map.kakao.com/14544642,🥄🥄🥄,,서울 마포구 : 대흥,🍣일식,돈까스,서울 마포구,대흥
성심당 본점,2024-07-10,https://place.map.kakao.com/17733090,🥄🥄🥄🥄🥄,,대전 : 대전 중구,☕카페,빵,대전,대전 중구
호시카츠 서울역점,2024-09-04,https://place.map.kakao.com/18248679,🥄🥄🥄,,서울 중구 : 서울역,🍣일식,돈까스,서울 중구,서울역
풍년기사님식당,2024-09-19,https://place.map.kakao.com/21410532,🥄,,서울 마포구 : 대흥,🍚한식,"김치찌개, 불고기",서울 마포구,대흥
밥은먹었어,2024-09-19,https://place.map.kakao.com/636198841,🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,"덮밥, 찌개",서울 서대문구,신촌
김실력포차 본점,2024-09-21,https://place.map.kakao.com/920906713,🥄🥄🥄🥄,,서울 용산구 : 이태원,🍚한식,포장마차,서울 용산구,이태원
롤앤롤 김밥,2024-09-22,https://place.map.kakao.com/1581143656,🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
한식밥상,2024-09-25,https://place.map.kakao.com/1447900437,🥄🥄,,서울 마포구 : 홍대,🍚한식,도시락,서울 마포구,홍대
한창희천하일면,2024-09-24,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
써브웨이 서강대점,2024-09-23,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
봉구스밥버거 서강대점,2024-09-23,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
세끼김밥,2024-09-24,https://place.map.kakao.com/742902254,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
샌디 빌리지,2024-09-26,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
개성손만두 마포점,2024-09-10,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
본도시락 공덕역점,2024-09-27,https://place.map.kakao.com/19012185,🥄🥄🥄,,서울 마포구 : 공덕,🍚한식,도시락,서울 마포구,공덕
톨,2024-10-02,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
