식당명,Date,Map,Rate,사람,수식,식당 분류,주요 메뉴,지역-대분류,지역-소분류
천하보쌈,2025-09-07,https://place.map.kakao.com/10848372,🥄🥄🥄🥄🥄,,서울 종로구 : 북촌,🍚한식,보쌈,서울 종로구,북촌
롯데리아 발산역점,2025-09-06,https://place.map.kakao.com/14490394,🥄🥄🥄,,서울 강서구 : 발산,🍔패스트푸드,햄버거,서울 강서구,발산
겐로쿠우동 타임스퀘어점,2025-09-06,https://place.map.kakao.com/2000944918,🥄🥄🥄🥄,,서울 영등포구 : 영등포,🍣일식,우동,서울 영등포구,영등포
잠연,2025-09-03,https://place.map.kakao.com/745963542,🥄🥄🥄🥄🥄,,서울 용산구 : 삼각지,"🍝양식, 🍣일식",퓨전음식,서울 용산구,삼각지
톨 ,2025-09-05,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
또보겠지떡볶이집 깐따비아점,2025-09-05,https://place.map.kakao.com/895272833,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍙분식,떡볶이,서울 마포구,홍대
떰즈업,2025-09-04,https://place.map.kakao.com/447354571,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
고기왕창 자이언트비빔밥 홍대점,2025-09-04,https://place.map.kakao.com/495717982,🥄,,서울 마포구 : 홍대,🍚한식,육회비빔밥,서울 마포구,홍대
한창희천하일면,2025-09-02,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
마포쌈밥식당,2025-09-02,https://place.map.kakao.com/1919542306,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,쌈밥,서울 마포구,신촌/대흥
마포광안리,2025-09-01,https://place.map.kakao.com/364627237,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"육회비빔밥, 회",서울 마포구,대흥
키친봄날,2025-09-01,https://place.map.kakao.com/1573253740,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍚한식,김밥,서울 서대문구,신촌
카페꼬밍,2025-08-24,https://place.map.kakao.com/1583624066,🥄🥄🥄🥄,,서울 성동구 : 왕십리,☕카페,카페,서울 성동구,왕십리
왕십리소곱창,2025-08-24,https://place.map.kakao.com/1425389371,🥄🥄🥄🥄,,서울 성동구 : 왕십리,🍚한식,곱창,서울 성동구,왕십리
김태완스시 마포점,2025-08-26,https://place.map.kakao.com/1175874488,🥄🥄🥄🥄,,서울 마포구 : 마포,🍣일식,초밥,서울 마포구,마포
개성손만두 마포점,2025-08-26,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
배떡 신촌점,2025-08-25,https://place.map.kakao.com/842143619,🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
초량밀면,2025-08-27,https://place.map.kakao.com/27365831,🥄🥄🥄🥄,,부산 동구 : 부산역,🍚한식,밀면,부산 동구,부산역
넉아웃,2025-08-28,https://place.map.kakao.com/897675548,🥄🥄🥄🥄,,부산 부산진구 : 서면,☕카페,카페,부산 부산진구,서면
이재모피자 서면점,2025-08-28,https://place.map.kakao.com/413556366,🥄🥄🥄🥄🥄,,부산 부산진구 : 서면,🍕피자,피자,부산 부산진구,서면
개미집 광안리본점,2025-08-28,https://place.map.kakao.com/13719092,🥄🥄🥄🥄🥄,,부산 수영구 : 광안리,🍚한식,낙곱새,부산 수영구,광안리
안목 서면점,2025-08-29,https://place.map.kakao.com/942946257,🥄🥄🥄🥄🥄,,부산 부산진구 : 서면,🍚한식,국밥,부산 부산진구,서면
베이크백,2025-08-29,https://place.map.kakao.com/319656538,🥄🥄🥄🥄,,부산 동구 : 부산역,☕카페,카페,부산 동구,부산역
임 갈매기살전문점,2025-08-29,https://place.map.kakao.com/16635401,🥄🥄🥄🥄🥄,,대구 달서구 : 두류,🍚한식,갈매기살,대구 달서구,두류
안동생고기뭉티기,2025-08-29,https://place.map.kakao.com/16453078,🥄🥄🥄🥄,,대구 달서구 : 두류,🍚한식,뭉티기,대구 달서구,두류
세연콩국 본점,2025-08-30,https://place.map.kakao.com/14515978,🥄🥄🥄🥄🥄,,대구 중구 : 명덕,🍚한식,"콩국, 콩국수",대구 중구,명덕
카이스샌드위치샵,2025-08-30,https://place.map.kakao.com/439067126,🥄🥄🥄🥄🥄,,대구 중구 : 반월당,☕카페,카페,대구 중구,반월당
버거킹 마곡점,2025-08-30,https://place.map.kakao.com/2147364653,🥄🥄,,서울 강서구 : 마곡,🍔패스트푸드,햄버거,서울 강서구,마곡
샤브20 서울발산역점,2025-10-07,https://place.map.kakao.com/1768952564,🥄🥄,,서울 강서구 : 발산,🍚한식,샤브샤브,서울 강서구,발산
덕수식당,2025-10-04,https://place.map.kakao.com/8891473,🥄🥄🥄🥄🥄,,충남 태안 : 태안,🍚한식,"간장게장, 게국지",충남 태안,태안
바다풍경카페,2025-10-04,about:blank,🥄🥄🥄,,충남 태안 : 태안,☕카페,카페,충남 태안,태안
슬로우써니사이드,2025-10-03,https://place.map.kakao.com/1879123369,🥄🥄🥄🥄🥄,,경기 수원 : 팔달구,☕카페,브런치,경기 수원,팔달구
허스트커피,2025-10-03,https://place.map.kakao.com/998887356,🥄🥄🥄🥄🥄,,경기 수원 : 팔달구,☕카페,카페,경기 수원,팔달구
용성통닭 본점,2025-10-02,https://place.map.kakao.com/8022147,🥄🥄🥄🥄🥄,,경기 수원 : 팔달구,🍗치킨,치킨,경기 수원,팔달구
위치앤그레텔,2025-10-02,https://place.map.kakao.com/362902426,🥄🥄🥄🥄🥄,,서울 마포구 : 연남,☕카페,카페,서울 마포구,연남
태광식당,2025-10-01,https://place.map.kakao.com/27233428,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,백반,서울 마포구,신촌/대흥
하이포테이토,2025-10-02,https://place.map.kakao.com/908477259,🥄🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
카츠와이찌 신촌점,2025-10-01,https://place.map.kakao.com/28097791,🥄🥄,,서울 서대문구 : 신촌,🍣일식,돈까스,서울 서대문구,신촌
니즈버거 신촌점,2025-09-30,https://place.map.kakao.com/404326976,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍣일식,돈까스,서울 마포구,홍대
달떡볶이 공덕점,2025-09-30,https://place.map.kakao.com/1034150132,🥄🥄,,서울 마포구 : 공덕,🍙분식,떡볶이,서울 마포구,공덕
봉구스밥버거 서강대점,2025-09-29,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
역대급피자 대흥점,2025-09-29,https://place.map.kakao.com/1868923975,🥄🥄,,서울 마포구 : 대흥,🍕피자,피자,서울 마포구,대흥
마르케베이커리,2025-09-28,https://place.map.kakao.com/114427899,🥄🥄🥄🥄🥄,,서울 강남구 : 논현,☕카페,카페,서울 강남구,논현
남매밥상,2025-09-26,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
뱅뱅막국수 역삼본점,2025-09-28,https://place.map.kakao.com/1391619096,🥄🥄🥄🥄🥄,,서울 강남구 : 강남,🍚한식,막국수,서울 강남구,강남
핵밥 서강대점,2025-09-25,https://place.map.kakao.com/1475631715,🥄🥄,,서울 마포구 : 대흥,🍚한식,덮밥,서울 마포구,대흥
엄마애밥상,2025-09-25,https://place.map.kakao.com/980558746,🥄🥄,,서울 마포구 : 마포구청,🍚한식,"덮밥, 도시락",서울 마포구,마포구청
톨,2025-09-24,https://place.map.kakao.com/18515034,🥄🥄🥄,,서울 마포구 : 신촌/대흥,"🍚한식, 🍣일식",마제소바,서울 마포구,신촌/대흥
윗유어스 혼신꼬치,2025-09-24,https://place.map.kakao.com/357150027,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,"닭꼬치, 술집",서울 마포구,홍대
덮덮밥 서울공덕점,2025-09-23,https://place.map.kakao.com/900914553,🥄🥄,,서울 마포구 : 공덕,🍚한식,덮밥,서울 마포구,공덕
한솥도시락 서강대점,2025-09-22,https://place.map.kakao.com/1584071787,🥄🥄,,서울 마포구 : 대흥,🍚한식,도시락,서울 마포구,대흥
보배반점 공덕점,2025-09-22,https://place.map.kakao.com/1365191842,🥄,,서울 마포구 : 공덕,🍜중식,"자장면, 짬뽕",서울 마포구,공덕
슈네켄베이크하우스,2025-09-21,https://place.map.kakao.com/241702787,🥄🥄🥄🥄🥄,,서울 광진구 : 자양,☕카페,카페,서울 광진구,자양
군자하루,2025-09-21,https://place.map.kakao.com/286712467,🥄🥄🥄🥄🥄,,서울 광진구 : 군자,"🍣일식, 🍺술집","이자카야, 회",서울 광진구,군자
설빙 신촌점,2025-09-19,https://place.map.kakao.com/24879347,🥄🥄,,서울 서대문구 : 신촌,☕카페,빙수,서울 서대문구,신촌
보어드앤헝그리,2025-09-18,https://place.map.kakao.com/108492868,🥄🥄🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
카츠와이찌 신촌점,2025-09-18,https://place.map.kakao.com/28097791,🥄🥄,,서울 서대문구 : 신촌,🍣일식,돈까스,서울 서대문구,신촌
마포곱창타운,2025-09-17,https://place.map.kakao.com/10341266,🥄🥄🥄🥄,,서울 마포구 : 홍대,🥩고기,곱창,서울 마포구,홍대
군자네,2025-09-16,about:blank,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"갈치조림, 고등어구이",서울 마포구,대흥
두찜 마포신수점,2025-09-16,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
롤앤롤 김밥,2025-09-15,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
싸다김밥 신촌점,2025-09-15,https://place.map.kakao.com/78558656,🥄🥄,,서울 서대문구 : 신촌,🍚한식,김밥,서울 서대문구,신촌
산노루 삼성점,2025-09-14,https://place.map.kakao.com/737014061,🥄🥄🥄🥄,,서울 강남구 : 청담,☕카페,카페,서울 강남구,청담
동어동락 삼성본점,2025-09-14,https://place.map.kakao.com/1751054299,🥄🥄🥄🥄🥄,,서울 강남구 : 코엑스,"🍚한식, 🍺술집",회,서울 강남구,코엑스
콘웰,2025-07-02,https://place.map.kakao.com/1909653777,🥄🥄🥄🥄🥄,,서울 마포구 : 망원,☕카페,카페,서울 마포구,망원
남매밥상,2025-10-31,https://place.map.kakao.com/929653827,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,"고등어구이, 제육, 찌개",서울 마포구,신촌/대흥
아웃닭 구월점,2025-10-31,https://place.map.kakao.com/245926998,🥄🥄🥄,,인천 남동구 : 구월동,🍗치킨,치킨,인천 남동구,구월동
고블린피자,2025-10-30,https://place.map.kakao.com/2036434781,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍕피자,"파스타, 피자",서울 마포구,대흥
굽네치킨 이대역점,2025-10-30,https://place.map.kakao.com/164159610,🥄🥄,,서울 서대문구 : 이대,🍗치킨,치킨,서울 서대문구,이대
롯데리아 대흥역점,2025-10-29,https://place.map.kakao.com/20012019,🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
미식가주택,2025-10-29,https://place.map.kakao.com/71272867,🥄🥄🥄🥄🥄,,서울 마포구 : 상수,🍺술집,이자카야,서울 마포구,상수
수저가,2025-10-28,https://place.map.kakao.com/651155763,🥄🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍜중식,짬뽕,서울 마포구,신촌/대흥
로운 신촌본점,2025-10-28,https://map.kakao.com/,🥄🥄,,서울 마포구 : 신촌,"🍚한식, 🍽️뷔페",샤브샤브,서울 마포구,신촌
써브웨이 서강대점,2025-10-27,https://place.map.kakao.com/223880589,🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샌드위치,서울 마포구,대흥
덮덮밥 서울공덕점,2025-10-27,https://place.map.kakao.com/900914553,🥄🥄,,서울 마포구 : 공덕,🍚한식,덮밥,서울 마포구,공덕
밴댕이가득한집놋그릇집,2025-10-26,https://place.map.kakao.com/9077469,🥄🥄🥄🥄,,인천 강화 : 강화도,🍚한식,"회, 회덮밥",인천 강화,강화도
남강마황오리전문점,2025-10-26,https://place.map.kakao.com/8881928,🥄🥄🥄🥄,,서울 강서구 : 등촌/염창,🍚한식,오리,서울 강서구,등촌/염창
KFC 발산역점,2025-10-25,https://place.map.kakao.com/1725139526,🥄🥄,,서울 강서구 : 발산,🍔패스트푸드,햄버거,서울 강서구,발산
효자오리바베큐,2025-10-24,https://place.map.kakao.com/527000679,🥄🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,오리,서울 마포구,신촌
삼첩분식 서울공덕점,2025-10-23,https://place.map.kakao.com/44467254,🥄🥄,,서울 마포구 : 공덕,🍙분식,떡볶이,서울 마포구,공덕
버거리 신촌점,2025-10-23,https://place.map.kakao.com/1556187939,🥄🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
옥정,2025-10-22,https://place.map.kakao.com/1048556062,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,만두국,서울 마포구,대흥
교도리,2025-10-15,https://place.map.kakao.com/803910728,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,닭발,서울 마포구,홍대
스시이안앤 신촌점,2025-10-21,https://place.map.kakao.com/512210695,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,회전초밥,서울 서대문구,신촌
두찜 마포신수점,2025-10-21,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
샤브로21 대흥,2025-10-20,https://place.map.kakao.com/127867629,🥄🥄,,서울 마포구 : 대흥,🍚한식,샤브,서울 마포구,대흥
돈까스브로스 마포공덕점,2025-10-20,https://place.map.kakao.com/1764886627,🥄🥄🥄,,서울 마포구 : 공덕,"🍚한식, 🍣일식",돈까스,서울 마포구,공덕
차일디쉬,2025-10-19,https://place.map.kakao.com/2009228453,🥄🥄🥄🥄,,서울 성동구 : 성수,☕카페,카페,서울 성동구,성수
에이셉피자 성수점,2025-10-19,https://place.map.kakao.com/118259686,🥄🥄🥄🥄,,서울 성동구 : 성수,🍕피자,피자,서울 성동구,성수
무근본,2025-10-19,https://place.map.kakao.com/1167924540,🥄🥄🥄🥄🥄,,서울 성동구 : 성수,🍺술집,술집,서울 성동구,성수
샨샨,2025-10-17,https://place.map.kakao.com/1231701730,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍜중식,"자장면, 짬뽕",서울 마포구,대흥
사루카메 더현대서울,2025-10-17,https://place.map.kakao.com/249194338,🥄🥄🥄,,서울 영등포구 : 여의도,🍣일식,라멘,서울 영등포구,여의도
서래함박 더현대서울,2025-10-17,https://place.map.kakao.com/891364647,🥄🥄🥄,,서울 영등포구 : 여의도,🍣일식,함박,서울 영등포구,여의도
버거킹 신촌1점,2025-10-16,https://place.map.kakao.com/8375653,🥄,,서울 서대문구 : 신촌,🍔패스트푸드,햄버거,서울 서대문구,신촌
효자오리바베큐,2025-10-16,https://place.map.kakao.com/527000679,🥄🥄🥄🥄,,서울 마포구 : 신촌,🍚한식,오리,서울 마포구,신촌
마포광안리,2025-10-15,https://place.map.kakao.com/364627237,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,"육회비빔밥, 회",서울 마포구,대흥
호요 홍대점,2025-10-22,https://place.map.kakao.com/1145849878,🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,오꼬노미야끼,서울 마포구,홍대
락희돈,2025-10-22,https://place.map.kakao.com/814587106,🥄🥄🥄🥄🥄,,"서울 마포구 : 연남,홍대",🍺술집,"꼬치, 일본식주점",서울 마포구,"연남, 홍대"
한창희천하일면,2025-10-14,https://place.map.kakao.com/670226941,🥄🥄🥄🥄,,서울 마포구 : 대흥,"🍚한식, 🍣일식",고기국수,서울 마포구,대흥
달떡볶이 공덕점,2025-10-14,https://place.map.kakao.com/1034150132,🥄🥄,,서울 마포구 : 공덕,🍙분식,떡볶이,서울 마포구,공덕
밀플랜비 서강대점,2025-10-13,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
덮덮밥 서울공덕점,2025-10-13,https://place.map.kakao.com/900914553,🥄🥄,,서울 마포구 : 공덕,🍚한식,덮밥,서울 마포구,공덕
일월일일,2025-10-12,https://place.map.kakao.com/1877004477,🥄🥄🥄🥄🥄,,서울 종로구 : 혜화,☕카페,카페,서울 종로구,혜화
뇌산마을 대학로점,2025-10-12,https://place.map.kakao.com/950481567,🥄🥄🥄🥄🥄,,서울 종로구 : 혜화,🍚한식,뼈구이,서울 종로구,혜화
신전떡볶이 신촌점,2025-10-10,https://place.map.kakao.com/545166130,🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
두찜 마포신수점,2025-10-10,https://place.map.kakao.com/1021203220,🥄,,서울 마포구 : 대흥,🍚한식,찜닭,서울 마포구,대흥
KFC 발산역점,2025-10-09,https://place.map.kakao.com/1725139526,🥄🥄,,서울 강서구 : 발산,🍔패스트푸드,햄버거,서울 강서구,발산
파치마마 베이커리,2025-10-09,https://place.map.kakao.com/370995699,🥄🥄🥄🥄,,서울 용산구 : 삼각지,☕카페,카페,서울 용산구,삼각지
부여식품 을지로점,2025-10-09,https://place.map.kakao.com/9802643,🥄🥄🥄🥄,,서울 종로구 : 을지로,🥩고기,"막창, 삼겹살",서울 종로구,을지로
신용산 닭한마리,2025-10-08,https://place.map.kakao.com/401374367,🥄🥄🥄🥄,,서울 용산구 : 용산,🍚한식,닭한마리,서울 용산구,용산
할리스 용산아이파크몰점,2025-10-08,https://place.map.kakao.com/1414818029,🥄🥄,,서울 용산구 : 용산,☕카페,카페,서울 용산구,용산
스시이안앤 신촌점,2025-11-20,https://place.map.kakao.com/512210695,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍣일식,회전초밥,서울 서대문구,신촌
봉구스밥버거 서강대점,2025-11-19,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
넨네,2025-11-19,https://place.map.kakao.com/1188302034,🥄🥄🥄🥄🥄,,서울 마포구 : 홍대,🍺술집,이자카야,서울 마포구,홍대
떰즈업,2025-11-18,https://place.map.kakao.com/447354571,🥄🥄🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
롤앤롤 김밥,2025-11-18,https://place.map.kakao.com/1581143656,🥄🥄🥄,,서울 마포구 : 대흥,🍚한식,김밥,서울 마포구,대흥
샐러디 서강대점,2025-11-17,https://place.map.kakao.com/205546197,🥄🥄🥄,,서울 마포구 : 대흥,🥗샐러드,샐러드,서울 마포구,대흥
금문중화요리,2025-11-17,https://place.map.kakao.com/174870783,🥄🥄,,서울 마포구 : 합정,🍜중식,자장면,서울 마포구,합정
BHC치킨 신촌점,2025-11-16,about:blank,🥄🥄,,서울 서대문구 : 신촌,🍗치킨,치킨,서울 서대문구,신촌
롯데리아 서울역사점,2025-11-12,https://place.map.kakao.com/7857647,🥄,,서울 중구 : 서울역,🍔패스트푸드,햄버거,서울 중구,서울역
후지라멘,2025-11-12,https://place.map.kakao.com/27535990,🥄🥄🥄🥄🥄,,부산 중구 : 남포동,🍣일식,라멘,부산 중구,남포동
명품상회,2025-11-12,https://place.map.kakao.com/1243887880,🥄🥄🥄,,부산 중구 : 남포동,🍚한식,회,부산 중구,남포동
깡돼후야시장,2025-11-12,https://place.map.kakao.com/213124109,🥄🥄🥄🥄,,부산 중구 : 남포동,🍗치킨,치킨,부산 중구,남포동
이가네떡볶이 본점,2025-11-12,https://place.map.kakao.com/20204736,🥄🥄🥄,,부산 중구 : 남포동,🍙분식,떡볶이,부산 중구,남포동
젤라송,2025-11-13,https://place.map.kakao.com/840073582,🥄🥄🥄,,부산 서구 : 송도,☕카페,젤라또,부산 서구,송도
부산꼼장어,2025-11-13,https://place.map.kakao.com/9809468,🥄🥄🥄🥄🥄,,부산 중구 : 남포동,🍚한식,꼼장어,부산 중구,남포동
환공어묵,2025-11-14,https://place.map.kakao.com/1063886095,🥄🥄🥄,,부산 동구 : 부산역,🍙분식,어묵,부산 동구,부산역
개성손만두 마포점,2025-11-11,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
왕중왕만두,2025-11-13,https://place.map.kakao.com/1563786166,🥄🥄🥄,,부산 중구 : 남포동,"🍙분식, 🍜중식",만두,부산 중구,남포동
버거킹 마곡원그로브몰점,2025-11-14,https://place.map.kakao.com/546841062,🥄🥄,,서울 강서구 : 마곡,🍔패스트푸드,햄버거,서울 강서구,마곡
,,,,,:,,,,
굽네치킨 이대역점,2025-11-11,https://place.map.kakao.com/164159610,🥄🥄,,서울 서대문구 : 이대,🍗치킨,치킨,서울 서대문구,이대
샌디 빌리지,2025-11-10,https://place.map.kakao.com/326057387,🥄🥄🥄🥄,,서울 마포구 : 상수,🥗샐러드,"샌드위치, 샐러드",서울 마포구,상수
뚜레쥬르 제일제당센터점,2025-11-09,https://place.map.kakao.com/15686257,🥄🥄🥄🥄,,서울 중구 : 동대문,☕카페,카페,서울 중구,동대문
7.8 을지로,2025-11-09,https://place.map.kakao.com/1425843424,🥄🥄🥄🥄🥄,,서울 중구 : 을지로,🍺술집,막걸리,서울 중구,을지로
일일미미,2025-11-08,https://place.map.kakao.com/923480400,🥄🥄🥄,,서울 강서구 : 마곡,🍜중식,자장면,서울 강서구,마곡
서강주막,2025-11-07,https://place.map.kakao.com/1166611413,🥄🥄,,서울 마포구 : 대흥,🍚한식,보쌈,서울 마포구,대흥
뺑스톡 공덕점,2025-11-07,https://place.map.kakao.com/822254572,🥄🥄🥄🥄,,서울 마포구 : 공덕,☕카페,빵,서울 마포구,공덕
쿠츠,2025-11-06,https://place.map.kakao.com/14544642,🥄🥄🥄,,서울 마포구 : 대흥,🍣일식,돈까스,서울 마포구,대흥
교촌치킨 신촌점,2025-11-06,https://place.map.kakao.com/26602826,🥄🥄,,서울 서대문구 : 신촌,🍗치킨,치킨,서울 서대문구,신촌
봉구스밥버거 서강대점,2025-11-05,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
고택,2025-11-05,https://place.map.kakao.com/2059984663,🥄🥄🥄🥄🥄,,서울 용산구 : 용산,🍺술집,갈비찜,서울 용산구,용산
멘토미,2025-11-04,https://place.map.kakao.com/1938091586,🥄🥄🥄,,서울 마포구 : 대흥,🍣일식,"가츠동, 마제소바",서울 마포구,대흥
파파이스 홍대점,2025-11-04,https://place.map.kakao.com/960562796,🥄🥄,,서울 마포구 : 홍대,🍔패스트푸드,햄버거,서울 마포구,홍대
봉구스밥버거 서강대점,2025-11-03,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
싸다김밥 신촌점,2025-11-03,https://place.map.kakao.com/78558656,🥄🥄,,서울 서대문구 : 신촌,🍚한식,김밥,서울 서대문구,신촌
크레뮤클럽,2025-11-02,https://place.map.kakao.com/81791583,🥄🥄🥄🥄🥄,,서울 송파구 : 송파,☕카페,카페,서울 송파구,송파
도래집 잠실방이점,2025-11-02,https://place.map.kakao.com/185071604,🥄🥄🥄🥄🥄,,서울 송파구 : 송파,🥩고기,도래창,서울 송파구,송파
오구피자 명덕점,2025-11-01,https://place.map.kakao.com/12520232,🥄🥄🥄,,서울 강서구 : 발산,🍕피자,피자,서울 강서구,발산
복호두 마곡역점,2025-12-13,https://place.map.kakao.com/450606222,🥄🥄🥄,,서울 강서구 : 마곡,☕카페,호두과자,서울 강서구,마곡
맘스터치 마포대흥역점,2025-12-12,https://place.map.kakao.com/1679593996,🥄🥄,,서울 마포구 : 대흥,🍔패스트푸드,햄버거,서울 마포구,대흥
유자유김치떡볶이 신촌점,2025-12-11,https://place.map.kakao.com/104532017,🥄🥄🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
봉구스밥버거 서강대점,2025-12-11,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
우얼소곱창 마포직영점,2025-12-10,https://place.map.kakao.com/826560438,🥄🥄🥄🥄🥄,,서울 마포구 : 공덕,🥩고기,곱창,서울 마포구,공덕
한솥도시락 서강대점,2025-12-08,https://place.map.kakao.com/1584071787,🥄🥄,,서울 마포구 : 대흥,🍚한식,도시락,서울 마포구,대흥
거구장,2025-12-09,https://place.map.kakao.com/77380285,🥄🥄,,서울 마포구 : 대흥,🍚한식,"돼지고기, 찌개",서울 마포구,대흥
몽상,2025-12-07,https://place.map.kakao.com/843025334,🥄🥄🥄🥄,,서울 영등포구 : 문래,☕카페,카페,서울 영등포구,문래
그뭄족발 본점,2025-12-07,https://place.map.kakao.com/1210497999,🥄🥄🥄🥄🥄,,서울 영등포구 : 문래,"🍚한식, 🥩고기",족발,서울 영등포구,문래
버그네차돌불고기,2025-12-05,https://place.map.kakao.com/18539594,🥄🥄,,서울 마포구 : 대흥,🍚한식,"김치찌개, 불고기",서울 마포구,대흥
KFC 발산역점,2025-12-05,https://place.map.kakao.com/1725139526,🥄🥄,,서울 강서구 : 발산,🍔패스트푸드,햄버거,서울 강서구,발산
프랭크버거 서강대점,2025-12-04,https://place.map.kakao.com/834184731,🥄🥄,,서울 마포구 : 신촌/대흥,🍔패스트푸드,햄버거,서울 마포구,신촌/대흥
봉구스밥버거 서강대점,2025-12-04,https://place.map.kakao.com/169029905,🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,밥버거,서울 마포구,신촌/대흥
투다리 신촌1호점,2025-12-03,https://place.map.kakao.com/106595995,🥄🥄,,서울 서대문구 : 신촌,🍺술집,술집,서울 서대문구,신촌
거북이의 주방,2025-12-02,https://place.map.kakao.com/1401663204,🥄🥄🥄🥄,,서울 마포구 : 신촌,🍣일식,카레,서울 마포구,신촌
밀플랜비 서강대점,2025-12-01,https://place.map.kakao.com/960971083,🥄,,서울 마포구 : 대흥,"🌮멕시칸, 🍔패스트푸드",브리또,서울 마포구,대흥
노모어피자,2025-12-09,https://place.map.kakao.com/133054294,🥄🥄,,서울 마포구 : 홍대,🍕피자,피자,서울 마포구,홍대
상록수,2025-11-30,https://place.map.kakao.com/572302487,🥄🥄🥄,,서울 용산구 : 숙대입구,🥩고기,삼겹살,서울 용산구,숙대입구
파툼,2025-11-29,https://place.map.kakao.com/8113742,🥄🥄,,서울 종로구 : 안국,☕카페,카페,서울 종로구,안국
미트볼라운지,2025-11-29,https://place.map.kakao.com/240698532,🥄🥄🥄🥄,,서울 종로구 : 안국,🍝양식,파스타,서울 종로구,안국
FOWS(파우스),2025-11-29,https://place.map.kakao.com/1265107117,🥄🥄,,서울 종로구 : 안국,☕카페,카페,서울 종로구,안국
개성손만두 마포점,2025-11-28,https://place.map.kakao.com/167873776,🥄🥄🥄,,서울 마포구 : 신촌/대흥,🍚한식,만두국,서울 마포구,신촌/대흥
신전떡볶이 신촌점,2025-11-27,https://place.map.kakao.com/545166130,🥄🥄,,서울 서대문구 : 신촌,🍙분식,떡볶이,서울 서대문구,신촌
